看鸟儿从树上飞走，又飞回来。,平静
阳光透过树叶，在地上画圆圈。,平静
雨后的空气，吸进去是甜的。,平静
坐在长椅上，看云朵变成兔子。,平静
今天的风是甜的，带着花香的味。,平静
热牛奶冒泡的声音，真好听。,平静
阳光把影子拉得很长，像在散步。,平静
雨丝落在脸上，凉丝丝的。,平静
今天的天很清，连风都停了。,平静
听雨滴打在伞上，像在唱歌。,平静
盖着被子，听窗外的声音。,平静
阳光晒在头发上，暖得像晒太阳。,平静
今天的风很轻，吹得叶子转圈圈。,平静
雨后的天空，一道彩虹慢慢出现。,平静
坐在台阶上，看蚂蚁搬家。,平静
今天的天很亮，连云都闪着光。,平静
风吹过耳畔，像有人在低声说话。,平静
阳光从窗户照进来，灰尘在跳舞。,平静
雨后的树叶，绿得发亮。,平静
今天的风是暖的，像妈妈的拥抱。,平静
坐在窗边，看天慢慢黑下去。,平静
雨声渐渐小了，像在说晚安。,平静
今天的云很白，像棉花糖一样。,平静
热汤腾起来的雾气，慢慢漫过整个厨房的下午。,平静
今天的云很淡，像没喝够水的画。,忧郁
坐在窗边，看树叶一片片飘下来。,忧郁
咖啡凉了，我没喝。,忧郁
手机提示音响了，但我没想回。,忧郁
雨下得不大，但湿了鞋子。,忧郁
地铁里的人很多，但感觉都是另一个世界。,忧郁
把耳机戴上，世界安静了。,忧郁
钥匙放在桌上，好像忘了什么。,忧郁
今天的阳光很暖，但摸不到。,忧郁
翻了很久的聊天记录，没有新消息。,忧郁
超市的灯太亮了，有点晃眼。,忧郁
水杯里的水快喝完了，不想去倒。,忧郁
楼梯声很响，但没人在下面。,忧郁
风把窗帘吹起来了，屋里有点冷。,忧郁
今天的饭没什么味道，吃了几口。,忧郁
橡皮擦在纸上擦了很久，字还在。,忧郁
公交卡刷了，但人没动。,忧郁
洗衣机停了，但衣服没拿出来。,忧郁
镜子里的头发有点乱，不想梳。,忧郁
今天的影子很长，比人还长。,忧郁
闹钟响了，但没关。,忧郁
书翻到一半，放下了。,忧郁
门把手很凉，推不开。,忧郁
今天的鸟叫声很近，但看不见。,忧郁
伞收起来了，但雨还在下。,忧郁
拖鞋在地上，好像没人穿。,忧郁
花瓶里的花谢了，没扔。,忧郁
今天的地铁很快，但站名很远。,忧郁
遥控器找不到了，不想看。,忧郁
窗上的水珠，滑到一半停了。,忧郁
今天的楼梯很高，走不动。,忧郁
面包袋敞着，但不想吃。,忧郁
耳机线缠在一起，解不开。,忧郁
今天的墙纸有点旧，像旧书。,忧郁
冰箱灯亮着，但没开。,忧郁
今天的门铃响了，但没人。,忧郁
鞋带松了，没系。,忧郁
今天的被子很厚，但冷。,忧郁
笔没水了，但没换。,忧郁
今天的路很长，但没走。,忧郁
今天的云层好厚，像块压在心口的旧棉絮。,忧郁
风里飘着冷意，刮在脸上有点疼。,忧郁
天色灰蒙蒙的，看什么都没什么精神。,忧郁
窗玻璃上挂着水珠，慢慢滑下来，像眼泪。,忧郁
阳光透过窗帘，在地板上投下一片模糊的光斑。,忧郁
雨滴打在屋檐上，一声接一声，敲得人发愣。,忧郁
天气预报说有雾霾，出门吸口气，胸口闷闷的。,忧郁
起雾了，远处的楼影看不真切，像隔着一层纱。,忧郁
深夜的街灯，在雨里晕开一圈圈黄光。,忧郁
这风一吹，总觉得身上少了点什么。,忧郁
天气预报说降温，好像也降进了心里。,忧郁
站在天桥上，看着车流，感觉自己和这个世界隔着玻璃。,忧郁
云很低，好像伸手就能碰到。,忧郁
刮大风的日子，总感觉自己像一片快要被吹走的叶子。,忧郁
今天的晚霞是种脏兮兮的橘红色，一点也不好看。,忧郁
天气预报说明天有雨，好像连带着心情也跟着潮湿了。,忧郁
天气预报说降温，感觉连呼吸都变重了。,忧郁
起雾的早晨，什么都看不清，也不想看清。,忧郁
天快黑了，街上的人好像都急着回家，我却没有方向。,忧郁
天气预报说明天有雨，听着窗外淅淅沥沥的声音，好像把什么东西也冲走了。,忧郁
今天的雾特别大，空气里都是湿漉漉的。,忧郁
天气预报说降温，感觉连骨头缝里都在往外冒寒气。,忧郁
站在窗边，看着灰色的天，好像全世界都静止了。,忧郁
天气预报说降温，感觉整个人都被裹进了一层透明的薄膜里。,忧郁
今天的云彩特别厚，一块叠着一块，压得人喘不过气。,忧郁
天气预报说明天有雨，提前把伞放进了包里，好像是个仪式。,忧郁
起雾了，远处的山影看不真切，像被蒙上了一层灰色的布。,忧郁
天气预报说降温，感觉连脚步都变得沉重。,忧郁
今天的阳光特别淡，照在身上暖洋洋的，却一点热乎气儿都没有。,忧郁
天气预报说降温，感觉连心都跟着缩紧了。,忧郁
站在天桥上，看着车流，感觉自己像一颗被遗弃的螺丝钉。,忧郁
天色暗得特别快，好像有人按下了快进键。,忧郁
天气预报说明天有雨，听着窗外的风声，好像能听到远方。,忧郁
今天的云特别怪，一块一块的，像被撕开的棉花。,忧郁
天气预报说降温，感觉连呼吸都带着一股凉意。,忧郁
起雾的早晨，什么都看不清，也不想看清。,忧郁
天气预报说降温，感觉整个人都被浸在了冰水里。,忧郁
站在窗边，看着灰色的天，好像世界只剩下我一个人。,忧郁
今天的晚霞特别淡，像被水洗过一样。,忧郁
天气预报说降温，感觉连梦都变得冰凉。,忧郁
怎么又起晚了，今天肯定得迟到。,焦虑
地铁挤得像沙丁鱼罐头，呼吸都困难。,焦虑
手机快没电了，充电宝又忘带了。,焦虑
这个月的账单还没看，不敢点开。,焦虑
刚刚老板看了我一眼，心跳好快。,焦虑
明天要汇报的材料还没弄完。,焦虑
咖啡洒了，电脑包湿了一大片。,焦虑
会议室的空调开得太低了，起鸡皮疙瘩。,焦虑
小区电梯又坏了，爬到十楼要命。,焦虑
钥匙找不到了，翻遍了整个包。,焦虑
家里养的多肉好像又蔫了。,焦虑
手机屏保是去年的体检报告，不敢看。,焦虑
快递说今天到，现在还没动静。,焦虑
楼下装修的电钻声，脑仁都要炸了。,焦虑
银行卡余额只剩三位数了。,焦虑
领导刚刚发来的消息，标点符号都像在施压。,焦虑
冰箱里只剩下半盒牛奶了。,焦虑
停车的时候蹭到了旁边的车，吓出一身冷汗。,焦虑
电脑突然蓝屏，半小时的心血白费了。,焦虑
指甲里有个倒刺，怎么抠都不舒服。,焦虑
朋友约的饭局，明天又得说谎推掉。,焦虑
鞋带散了三次，怎么都系不紧。,焦虑
水龙头滴答滴答，像在倒计时。,焦虑
阳台上晾的衣服，风吹得东倒西歪。,焦虑
耳机线总是缠在一起，解了半天。,焦虑
新买的口红色号不对，白花钱了。,焦虑
楼下邻居的狗，又叫了一整夜。,焦虑
电梯里碰到了不想见的人，假装玩手机。,焦虑
钱包丢了，补卡要跑好几趟。,焦虑
昨天没睡好，黑眼圈重得像熊猫。,焦虑
地铁上被人踩了一脚，新鞋啊。,焦虑
水电费单子塞在信箱里，一直没取。,焦虑
鞋里进了颗小石子，硌得难受。,焦虑
同事在群里@我，不知道又要干嘛。,焦虑
充电器接口松了，时断时续的。,焦虑
路上遇到红灯，一连三个。,焦虑
家里的Wi-Fi又断了，重启了没用。,焦虑
出门忘戴口罩，现在只能折返回去。,焦虑
衣柜里塞得满满当当，却不知道穿什么。,焦虑
今天这天气，闷得人心头发慌。,焦虑
乌云压得人喘不过气，总觉得要下雨。,焦虑
阳光太刺眼，脑子嗡嗡的。,焦虑
风突然大起来，窗帘被扯得哗啦响。,焦虑
天气预报说有暴雨，我这心里七上八下的。,焦虑
热得像蒸笼，坐立不安的。,焦虑
阴沉沉的天，心情也跟着沉重。,焦虑
雷声轰隆隆的，吓得手心都出汗了。,焦虑
这鬼天气，一会儿晴一会儿雨，烦死了。,焦虑
空气黏糊糊的，像堵在胸口。,焦虑
起风了，总觉得有什么不好的事要发生。,焦虑
天色暗得这么早，心里莫名发毛。,焦虑
天气预报不准，让人不踏实。,焦虑
雨点打在窗户上，心也跟着乱跳。,焦虑
这湿度，头发都要黏在一起了。,焦虑
突然降温，冻得人直哆嗦，心里也发紧。,焦虑
云层厚得像盖了一层被子，喘不过气。,焦虑
风吹得树枝乱晃，看得人心惊胆战。,焦虑
这天气，连出门的力气都没了。,焦虑
闷热得像蒸桑拿，脑子都晕乎乎的。,焦虑
雨下个不停，路也看不清，心里慌慌的。,焦虑
这阳光晒得人头晕，心里也烦躁。,焦虑
天色突然变了，总觉得不放心。,焦虑
天气预报说要降温，可我这心里还是热得慌。,焦虑
风呼呼地吹，总觉得有人在背后跟着我。,焦虑
这天气，连呼吸都觉得费力。,焦虑
乌云密布的，压得人喘不过气。,焦虑
雨声哗啦哗啦的，吵得人心烦意乱。,焦虑
天冷得刺骨，手脚都冰凉的，心里也发颤。,焦虑
这鬼天气，让人一点心情都没有。,焦虑
云压得这么低，总觉得要塌下来。,焦虑
阳光晃眼得让人心烦。,焦虑
风大得连伞都抓不住，心里更慌了。,焦虑
这天气，连呼吸都觉得烫嗓子。,焦虑
雨点打在脸上，凉飕飕的，心里却乱糟糟的。,焦虑
天色这么晚，总觉得不对劲。,焦虑
这闷热，连衣服都黏在身上，难受死了。,焦虑
乌云翻滚的，看得人心里直打鼓。,焦虑
今天中午的饭怎么也咽不下去，感觉喉咙被堵住了。,焦虑
一想到明天要交的报告，手就一直抖，连筷子都快拿不稳了。,焦虑
晚饭的时候突然觉得很饿，可吃到一半就有点恶心。,焦虑
今天又是靠咖啡续命的一天,疲惫
连抬手指的力气都没有了,疲惫
什么都不想干，只想躺着,疲惫
感觉身体被掏空,疲惫
眼睛睁不开，只想睡觉,疲惫
连呼吸都觉得费劲,疲惫
像被抽走了所有力气,疲惫
什么都不想做，就这样瘫着吧,疲惫
一摊烂泥，不想动弹,疲惫
感觉整个人都飘了,疲惫
连打哈欠的力气都没了,疲惫
今天又虚度了,疲惫
像个泄了气的皮球,疲惫
不想思考，不想说话,疲惫
只想找个角落发呆,疲惫
感觉身体不是自己的了,疲惫
连伸懒腰都懒得伸了,疲惫
今天真是被榨干了,疲惫
什么都不重要了，只想躺,疲惫
感觉灵魂出窍了,疲惫
连翻身的力气都没有,疲惫
就这样吧，爱咋咋地,疲惫
感觉身体生了锈,疲惫
不想面对任何事情,疲惫
只想和床融为一体,疲惫
今天又是废物的一天,疲惫
连看手机的力气都没了,疲惫
感觉被钉在床上了,疲惫
什么都不顺，什么都不想干,疲惫
只想就这样躺着不动,疲惫
今天真是透支了,疲惫
连动手指都觉得累,疲惫
像被按了暂停键,疲惫
只想瘫着，什么都不做,疲惫
感觉身体被掏空了,疲惫
连呼吸都觉得很重,疲惫
什么都不想管了，就这样吧,疲惫
今天真是度日如年,疲惫
像断了线的木偶,疲惫
只想找个地方躺平,疲惫
感觉被掏干了,疲惫
今天的太阳像块吸铁石，把我钉在床上动不了。,疲惫
明明没干什么，骨头缝里都是酸软的。,疲惫
连呼吸都像是在搬砖，胸口压着块大石头。,疲惫
睁不开眼，感觉眼皮被胶水粘住了。,疲惫
只想当块地砖，谁也别来踩我。,疲惫
手脚不是自己的，连抬一下都费劲。,疲惫
风一吹就想倒，像个被戳破的气球。,疲惫
脑子像塞满了棉花，转都转不动。,疲惫
连翻身的力气都没有，像条搁浅的鱼。,疲惫
今天的阳光烫得人发晕，只想躲进阴影里。,疲惫
站着都能睡着，腿像是长了根。,疲惫
连吃饭的欲望都没有，胃里像塞了铅块。,疲惫
眼皮沉得像挂了两个铅球，睁不开。,疲惫
声音都发虚，像是刚跑完马拉松。,疲惫
只想找个地缝钻进去，谁也别理我。,疲惫
连想事情都费劲，大脑停机中。,疲惫
天气太闷了，整个人都软趴趴的。,疲惫
走路像踩棉花，飘飘忽忽的。,疲惫
连说话都嫌累，能沉默就沉默。,疲惫
感觉身体被掏空，像被抽干了电。,疲惫
阳光晒得人发蔫，连动一下都不想。,疲惫
今天的热浪把我的活力都蒸发了。,疲惫
连拿手机的力气都没有，只想放空。,疲惫
整个人像泄了气的皮球，瘪了。,疲惫
连呼吸都觉得费劲，胸口闷得慌。,疲惫
今天的天气太黏人了，甩都甩不开。,疲惫
像个断了线的风筝，飘在半空中动不了。,疲惫
连思考都嫌累，脑子空荡荡的。,疲惫
感觉身体不是自己的，像个沉重的包袱。,疲惫
阳光像把钝刀子，一点点磨人。,疲惫
连喝水都觉得麻烦，能不张嘴就不张嘴。,疲惫
整个人像块融化的冰，瘫在那里。,疲惫
连抬手指都嫌累，懒得动弹。,疲惫
今天的天气让人提不起精神，像喝了安眠药。,疲惫
像个生锈的机器人，关节都卡住了。,疲惫
连眨眼都觉得累，眼睛睁不开。,疲惫
只想找个角落缩起来，谁也别看见我。,疲惫
整个人像被抽走了骨头，软趴趴的。,疲惫
连筷子都拿不稳了，只想瘫在沙发上不挪窝。,疲惫
